imdb_score,thriller,scifi,animation,documentation,history,western,war,sport,action,romance,horror,crime,comedy,drama,music,reality,fantasy,family,european
0.7954545454545454,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7727272727272727,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0.6477272727272727,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0.5227272727272727,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.7045454545454545,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7954545454545454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6477272727272727,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0.5681818181818181,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0.7613636363636364,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.5795454545454546,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.7159090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.7159090909090909,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.5681818181818181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6363636363636364,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
0.5227272727272727,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0.6136363636363636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5568181818181818,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8295454545454546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.6477272727272727,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
0.75,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0.24999999999999994,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0.6022727272727273,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.5,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0.5454545454545455,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.8409090909090908,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0.4545454545454545,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.5340909090909091,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
0.7613636363636364,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0.6136363636363636,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0.6818181818181818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7727272727272727,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7045454545454545,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0.7727272727272727,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0.5227272727272727,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.7954545454545454,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0.4431818181818181,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0.6249999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.6477272727272727,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
0.5795454545454546,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0.6931818181818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7954545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.6931818181818181,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.6590909090909091,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0.6590909090909091,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
0.7613636363636364,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.6931818181818181,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0.5227272727272727,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.5227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.5454545454545455,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0.46590909090909094,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
0.7954545454545454,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5492791038880425,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.19318181818181818,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
0.5909090909090908,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0.5227272727272727,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
0.375,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0.5113636363636364,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0.5795454545454546,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0.5227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7159090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.6704545454545454,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.7272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.6818181818181818,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0.6022727272727273,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0.5454545454545455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.7954545454545454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23863636363636365,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.6818181818181818,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5909090909090908,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.6477272727272727,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
0.7272727272727273,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
0.6704545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.7159090909090909,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0.3977272727272727,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.5454545454545455,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6931818181818181,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.6704545454545454,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.6477272727272727,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7613636363636364,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.6704545454545454,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0.5113636363636364,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.40909090909090906,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6249999999999999,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
0.32954545454545453,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0.7613636363636364,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.6022727272727273,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0.7727272727272727,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
0.6136363636363636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.6022727272727273,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5681818181818181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7045454545454545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.7159090909090909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5227272727272727,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
0.46590909090909094,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
0.5227272727272727,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0.40909090909090906,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.6590909090909091,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0.6818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6818181818181818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6590909090909091,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.5227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.28409090909090906,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.6249999999999999,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.48863636363636365,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.6022727272727273,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0.7613636363636364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8636363636363635,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.7840909090909091,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.3522727272727273,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.6818181818181818,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
0.7386363636363635,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5113636363636364,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.7386363636363635,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.48863636363636365,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0.5454545454545455,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.6818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5492791038880425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46590909090909094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.5113636363636364,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7159090909090909,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.6363636363636364,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0.6136363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.48863636363636365,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0.4431818181818181,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0.4545454545454545,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.6249999999999999,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0.8522727272727272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5568181818181818,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0.5340909090909091,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0.5227272727272727,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.5113636363636364,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.7045454545454545,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.7954545454545454,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.40909090909090906,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.6022727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5227272727272727,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.8522727272727272,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.46590909090909094,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0.5113636363636364,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0.6818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5681818181818181,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.26136363636363635,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7727272727272727,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
0.6704545454545454,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.7272727272727273,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.6363636363636364,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4204545454545454,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.5492791038880425,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3636363636363636,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.3181818181818182,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.40909090909090906,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
0.26136363636363635,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.38636363636363635,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.6704545454545454,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5681818181818181,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4772727272727272,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5568181818181818,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7045454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7272727272727273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5340909090909091,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5454545454545455,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.7272727272727273,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.6931818181818181,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.5681818181818181,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.022727272727272735,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.6136363636363636,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2272727272727273,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6818181818181818,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5795454545454546,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0.5340909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.46590909090909094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5113636363636364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.48863636363636365,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7727272727272727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6249999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.6249999999999999,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
0.8068181818181817,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5113636363636364,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.5227272727272727,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0.7159090909090909,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0.6022727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5909090909090908,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
0.6136363636363636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4772727272727272,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.7386363636363635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4431818181818181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.6136363636363636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6136363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.6590909090909091,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0.5492791038880425,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4545454545454545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0.6136363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8295454545454546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
0.5454545454545455,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.7272727272727273,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.26136363636363635,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.4545454545454545,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
0.5340909090909091,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8068181818181817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.375,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.6818181818181818,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.6136363636363636,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7045454545454545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.6590909090909091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3636363636363636,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.28409090909090906,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.48863636363636365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0.46590909090909094,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0.4431818181818181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.5454545454545455,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0.5795454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.6022727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8181818181818182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7045454545454545,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.34090909090909083,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.5492791038880425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.6818181818181818,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6818181818181818,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.7954545454545454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5681818181818181,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.7386363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.6136363636363636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5227272727272727,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
0.6818181818181818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4772727272727272,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5492791038880425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15909090909090906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8068181818181817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7954545454545454,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5795454545454546,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.6363636363636364,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.5795454545454546,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.7045454545454545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.7159090909090909,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.40909090909090906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.4204545454545454,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5568181818181818,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.40909090909090906,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5227272727272727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40909090909090906,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8409090909090908,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.5340909090909091,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.46590909090909094,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
0.6818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.6818181818181818,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0.5492791038880425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5492791038880425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5340909090909091,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0.6590909090909091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5113636363636364,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0.6590909090909091,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.6022727272727273,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
0.7159090909090909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4318181818181819,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.5113636363636364,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.4204545454545454,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.6249999999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.4545454545454545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.3977272727272727,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.3636363636363636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5340909090909091,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0.4545454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.26136363636363635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5681818181818181,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3636363636363636,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0.6590909090909091,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5113636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.46590909090909094,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
0.40909090909090906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.7159090909090909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.48863636363636365,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
0.6590909090909091,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0.5340909090909091,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.46590909090909094,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.4204545454545454,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.6249999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.6249999999999999,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.6136363636363636,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0.5568181818181818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46590909090909094,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.6363636363636364,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.32954545454545453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.48863636363636365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.6477272727272727,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
